label,text,score,magnitude
0, one vote can make all the difference anil kapoor answers modis election 2019 clarion call extends support his vote kar campaign via namo app ,0.10000000149011612,0.10000000149011612
1, suitable song for modi ,0.800000011920929,0.800000011920929
1, this called milking the cow dry faces end his tenure losing opportunity make money any manner possible  you are real businessman boss ,-0.800000011920929,0.800000011920929
0, through our vote ensure govt need and deserve anupam kher responds modis vote kar appeal for the 2019 elections via namo app ,0.20000000298023224,0.20000000298023224
0, vote kar narendra modi appeals everyone during tweetstorm ,-0.4000000059604645,0.4000000059604645
0, vote kar narendra modi appeals everyone during tweetstorm via namo app ,-0.5,0.5
0, you show mirror chowkidar his junior chowkidars will use modi tangue ,-0.30000001192092896,0.30000001192092896
0,100 all about and modi alla out ,0.699999988079071,0.699999988079071
0,"100 bucks bet
kangana will have scene jayalalitha were says modi her inspiration",-0.10000000149011612,0.10000000149011612
1,100 sure sir will inform all family and friends give record numbers vote modi sir and bjp thanks,0.800000011920929,0.800000011920929
1,100 sure that the person who can carry narendra modi legacy future should groom him next after him dev fadnavis should remain healthy and carry the good work,0.8999999761581421,0.8999999761581421
0,1000 leeway whom the muzzies and its saviours the left inc let not try abd change 1000 history but lets try anf change the legacy yrs thats the present bench mark start the change,0.0,0.0
0,10800rsonly,0.30000001192092896,0.30000001192092896
0,111 farmers who are contesting against modi may lose the election but indicates how distressed the farmer community only can help farmers ,-0.4000000059604645,0.4000000059604645
0,"111 tamil nadu farmers contest lok sabha election against from varanasi seat
",-0.10000000149011612,0.10000000149011612
1,11was congress making defence strong ask urslf yrs they did nothing and yrs expect modi govt magic all the issues were not raised during congress rulewhen clean home the 1st thing collect the waste throw the kachra and then finally clean,-0.6000000238418579,0.6000000238418579
1,12so here yrs how expect govt just make india sone chidiya give some time modi far better than family which doing scams and becoming rich day day,0.0,0.0
-1,"15lakhs promise modi was always unbelievable lollipop
but rgs 6000 per month the poorest dire necessity and sincerely possible ",-0.6000000238418579,0.6000000238418579
-1,1960s lal bahadur shatri resigned because train accident and that was mistake line men since could not give signal time but 2002 there were 1000 killed but still modis did not give resign but atal bihari vajpaye wanted him resign ciz modi power lusty,-0.4000000059604645,0.4000000059604645
1,1st all highest court our land has absolved mrmodi godhra remember why godhra happend cos burning alive men women children after locking jihadi,-0.4000000059604645,0.4000000059604645
-1,1st all sorry forgot write likes and not anti modi fact modi failed leader turning blind eye his failures jobs fact not fit had better options,-0.800000011920929,0.800000011920929
1,1st book its kind siteoutdoing creed did modi unite indians win votes ,0.4000000059604645,0.4000000059604645
1,1st time said right modi should become again for development country but cant understand why kejriwal scaring ,-0.6000000238418579,0.6000000238418579
1,20000 crore that modi govt allocated for kisan scheme set save around 10600 crore this because the model code conduct ahead prevents the centre from adding more beneficiaries ,-0.10000000149011612,0.10000000149011612
-1,2001 the bjp lost few state assembly seats the byelections due the allegations abuse power corruption and poor administration and the bjp sought new candidate for the chief ministership and modi was chosen replacement,-0.5,0.5
1,2012 modi factor 2017 antiincombuccy many years saurashtra region voted heavily favor congress,0.0,0.0
1,2014 congress didnt have money purchase rafale from dassault 60000 now after years modi rahul gandhi promising poor which will cost 360000 modi must have done tremendous job with the economy ,-0.6000000238418579,0.6000000238418579
1,2014 every can get 1520 lakhs bring back all the was sounds like plan  2019 72000 per year for population plan but just ready give money comes power  sounds like ,-0.20000000298023224,0.20000000298023224
0,2014 years back congress was power feasible this now must feasible guarantee about 35000 per year family back 2014 why upa did not simple answer was not possible but possible now how modi ,-0.20000000298023224,0.20000000298023224
0,2017 claimed modi wrecking economy 2019 says economy robust enough spend lakhs crores his 72000 scheme samjho ,-0.5,0.5
0,2019 111 tamil nadu farmers contest against ,0.0,0.0
0,2019 2024 modi will sell india ,0.0,0.0
0,2019 election sonia gandhi family mulayam singh family lalu prasad family karunanidhi singh family farooq abdullah family devegowda family naidu family narendra modi our family ,0.10000000149011612,0.10000000149011612
-1,2019 election the election for those poor people this election destroy terrorism this election stop corruption and this agenda only solve under the supervision shri shri narendra modi give vote for development ,-0.5,0.5
1,2019 live promises 72000 annual cash support families earning under 12000 per month ,0.10000000149011612,0.10000000149011612
0,2019 polls narendra modi must become prime minister again says rajasthan governor kalyan singh ,-0.10000000149011612,0.10000000149011612
-1,2029 our pappu can make the same even double the amount after terms modi there will poor people the country 2014 had poor today have only poor jai sri ram,-0.5,0.5
1,25crore people doesnt look like unachievable number maybe will take yrs and its not hes giving away 72k hes just filling wage people below 12k get that 12k mark this might successful failure but doesnt sound like total failure,-0.800000011920929,0.800000011920929
1,2611 attack narendra modi trying help pakistan? via thanks ,0.10000000149011612,0.6000000238418579
0,2rs per tweet correct pakdaso modi zamane price itna girgaya lets vote someother govtbhav badao,0.20000000298023224,0.20000000298023224
-1,325 1259 92291 04280 paid media spinning fake opinion polls favour modi but what the reality let calculate how modi going defeated badly tamilnadukeralaandhratelenganakarnatakaodissawest bengal 193 seats even during modi wave 2014,-0.5,0.5
-1,350000 for home 15000 for toilet 6000 per year for all shramikmajdoorkishanbpl itna sab pahle chuki modi govt gareeb pariwaro aap 5year late abhi bhi ,0.0,0.0
0,363 million indians what modi forgot rahul gandhi remembered ,0.0,0.0
1,6000 per month says 6000 per year which greater scratching their heads,-0.6000000238418579,0.6000000238418579
0,"6000 per year 6000 per month
modis jumla scheme aakhri vaar poverty ",-0.5,0.5
1,72000 per year will pay poor indian this not like how modi said about lakhs this announcement from rahul gandhi and rahul gandhi will surely soon becomes pmo india vote for congress,-0.6000000238418579,0.6000000238418579
0,72000rs desh nhi bechege only modi ,0.0,0.0
-1,"72000year income directly bank accounts the poor crore families will get the money crore people will benefit
modi ambani and adani will pakistan",-0.30000001192092896,0.30000001192092896
-1,72000year income directly bank accounts the poor crore families will get the money crore people will benefit modi and ambani will pakistan,-0.20000000298023224,0.20000000298023224
1,? ? ? soft state ?? ?? ?? ? ?? ? ??? kashmiris always change colours with new tide need another one for years from modi long enough make costly for gaddars,0.0,0.20000000298023224
1,? ? ?? ?? ?? ???? ? the foundation for new india 2022 has already been laid the modi govt with the vision housing health and education for all india realising its aspirations towards prosperous future via namo app,0.10000000149011612,0.5
1,"? ? ?? ?? ?? ???? ??
? ? ?? ? ? ?? development has become mass movement under modi govt with economic social and political empowerment life one and all has witnessed positive paradigm shift this new india
via namo app",0.20000000298023224,0.6000000238418579
1,? ? ?? ??? ??? ? ? ? ??? right why has fight all when will not doing anything debates not even asking question ,-0.4000000059604645,0.8999999761581421
0,? ?? ? ?? ? look our faces don you see the courage and grit face our father modi ,0.0,0.20000000298023224
0,? since modi incapable this front too are choosing wisely??,-0.30000001192092896,0.699999988079071
1,? thisamount just the equal that money which modi govt waived off their capitalist friends rahuls view clear money should divide equally coz both are important for india,-0.20000000298023224,0.6000000238418579
0,? vote kar narendra modi appeals everyone during tweetstorm ,-0.10000000149011612,0.5
1,?? the foundation for new india 2022 has already been laid the modi govt with the vision housing health and education for all india realising its aspirations towards prosperous future via,0.20000000298023224,0.5
1,?? the foundation for new india 2022 has already been laid the modi govt with the vision housing health and education for all india realising its aspirations towards prosperous future via namo app,0.20000000298023224,0.4000000059604645
1,??????2019 modi allotted heavy funds dmkaiadmk bjp enjoyed fun world bank offered huge funds for vaigai dam project dmk aiadmktn bjp enjoyed funds cpm rengarajan stopped neet aiadmk dmk bjpcong supported cbse why all punish people enjoy funds,-0.699999988079071,0.699999988079071
0,??????2019 with record revenue collections thru exportsgst india can offer govt job member every family with 25k salary per month modi created history proving efficient maintain surplus economy per parliament corridor but bjp not want job offer,-0.6000000238418579,0.6000000238418579
0,"??rahul gandhi poorest families shall get 72000 per year congress voted power ?? chidambaram
called modis 6000 farmers cash for votes scheme ",-0.4000000059604645,0.800000011920929
1,"?great news worlds biggest electric car manufacturer confirms will enter india 2019 ceo founder tesla motors confirmed this today
will one the biggest make india success for modi ",0.6000000238418579,0.6000000238418579
0,aap congress how times have changed power modi,0.0,0.0
1,aap was not the reason why bjpmodi came power was the corruption upa2 upa1 was good and people voted them back but upa2 was full scams policy paralysis and lack comm wish mms had spoken bit more like has done recent years,-0.699999988079071,0.699999988079071
1,aapa not educated modi gave birth her new technology ,-0.5,0.5
1,aapka sapna tho kabhi poora nahi hoga better and sell medicines modi will back ,0.0,0.0
1,abe desh bechne achha hai tshirt becho and you are right this time also ppl will deliver they will again ealect  ,0.6000000238418579,0.6000000238418579
1,abe gadhe tiwari modi himself the biggest campaigner indian political history needs her good for her she joins bjp nothing more ,-0.20000000298023224,0.20000000298023224
0,abey dhakkan bol bol thag gayr hain hum modi said the amount looted congis equal that get some education and join pre nursery school your neighborhood ,-0.5,0.5
1,abey yeh kya chutiyaap haieven modi wont watch his own biopic after looking the trailer ,-0.5,0.5
1,abhi hum tax bhar rahe hain usse sirf mps and mlas jeb bhar rahi hai usse toh better hai gareebo pas jaye not sure this scheme will launched after getting the power because already have seen modi promises and even forgetting soon,-0.6000000238418579,0.6000000238418579
1,about that pak national day love letter imran khan did modi gave any justification,-0.20000000298023224,0.20000000298023224
-1,above quote tweet july 2016 hadnt yet figured out boss that the ultimate boss both and modi and that modi came evm rigging naively addressed that tweet modi who thought our actual democractic leader,-0.4000000059604645,0.4000000059604645
1,absolute judgement are humans there should not discrimination basis genderprofessonreligionparty politics etcatal was respected allrajiv saved atal from premature death modi cant stand comparsion with them,-0.800000011920929,0.800000011920929
1,absolutely developmentlekin modi agar development karega bhi even den wnt appreciate dat coz brainwashed people lyk dhruv aakash banerjee kunal kamra etc etc,-0.10000000149011612,0.10000000149011612
1,absolutely for fresh poll will indicate crash modis popularity,-0.20000000298023224,0.20000000298023224
1,"absolutely right
those who divided india and continue encourage divisive politics must shown the door once again modi sarkar
?? ????
? ?? ? ",-0.8999999761581421,0.8999999761581421
1,absolutely right from bangladesh joker,0.0,0.0
1,absolutly modi will win,0.8999999761581421,0.8999999761581421
0,abstain from voting this hypothetical pole ayega modi ,-0.6000000238418579,0.6000000238418579
0,accept modi has minimum cocaine dose ,0.0,0.0
-1,accept that this scheme foolish rahul and cong are desparate stop modi hence coming with such irresponsible schemes lack proper income data the one reason the following schemes mini income econ based reservation will fail,-0.800000011920929,0.800000011920929
1,"accepted very minor issues here compared modi india
few specific area doesnt represent whole country action taken promptly highlight issues are safe naya pakistan ",0.30000001192092896,0.30000001192092896
0,accepting that not from big party the firebrand leader knows that for him the 2019 elections all about modi the people,0.0,0.0
0,acche din from modi and his company should given death penalty for abuse womens shame you bjp leaders,-0.800000011920929,0.800000011920929
-1,according law karma vindictive people who out their way hurt others will end broke and alone mrmodi wanted use congress schemes proxy for his own incompetent treacheries heres how even failed read ,-0.800000011920929,0.800000011920929
0,according modi global warming fluke ,0.0,0.0
0,according nomination papers irani who destroyed career and life remember modi made her education minister ,-0.20000000298023224,0.20000000298023224
0,according nomination papers irani who destroyed career and life remember modi made her education minister via feeds ,-0.20000000298023224,0.20000000298023224
1,according rahul gandhi fiscal deficit needs relaxed 2new target gdp  all have work really hard for next 3045 days ensure this bugger doesnt even think being power centre modi once more ,-0.6000000238418579,0.6000000238418579
1,"according rangrajan committee 295 people were below povert line
congress promising for breaking news modis tenure poverty reduced almost  ",-0.4000000059604645,0.4000000059604645
0,according yogi imran masood kin azhar masood according this logic nirav modi lalit modi and narendra modi are brothers from the same mother,-0.10000000149011612,0.10000000149011612
-1,according you trump shares stage with bill gates warren buffetts mark zuckerberg then all are chor shows your sick mindsetwhat the net worth modi far not like rahul gandhi making thousands crores through illegal business practices and bail,-0.699999988079071,0.699999988079071
0,accused 13500 crore pnb fraud case was arrested central london march ,-0.6000000238418579,0.6000000238418579
-1,acha moka mil gya modi govt par blame karne chahe personal fight bhi rahi hothese politicians can anything game they dont care whats happening india ,-0.800000011920929,0.800000011920929
-1,achhe din vikas black money jobs the only thing found post2014 new india ? modi lies ,-0.5,1.0
1,achi scheme hai all the more reason vote for modi this time ,-0.10000000149011612,0.10000000149011612
0,across the aisle want managers not just watchmen the indian express via ,-0.699999988079071,0.699999988079071
-1,"activist have proof modi corrupt
not sure abt proof but modi corrupt
why you are asking for proof you are also corrupt
nurse peeking from the window this mental hospital have deal with each patient kindly",-0.800000011920929,0.800000011920929
1,actor even much responds modis message urge people vote des left libbies get convulsions venemous froth the mouthtolerance much needed virtue thats missing among libfarts ,-0.30000001192092896,0.30000001192092896
0,actor give examples modi strengthening democracy dhum hei,0.20000000298023224,0.20000000298023224
1,actorwe really appreciate and value the respect towards acting please spread awareness not spread votes?,0.5,0.5
-1,actually bhaktas have fear that modi will give anybody any money kanjoos gujju baniya that rahul gandhi may just and that scares the shit out them,-0.8999999761581421,0.8999999761581421
1,actually congress found exactly the same mine threw which modi promised give lakhs each family last elections ,0.6000000238418579,0.6000000238418579
-1,actually did biggest blunder what modi did biharnow its game donecause section middle class and youth actually dont want these type things,-0.699999988079071,0.699999988079071
0,actually hes giving 72k ppl that have been given pakka homes gas electricity water and 5lac healthcare modi peanuts for shaam chai,-0.20000000298023224,0.20000000298023224
1,actually its lotusmodi and his bhakts are high lotus,0.10000000149011612,0.10000000149011612
1,actually modis main purpose that you all campaign for him,0.4000000059604645,0.4000000059604645
0,actually this announcement gives big weapon modi test his communication,0.30000001192092896,0.30000001192092896
-1,actually would have been but thanks jam and financial inclusion and dbt measures modi governmentif this called nyay scheme being implemented money will actually reach poor transparent manner but second your opinion not good for country,-0.699999988079071,0.699999988079071
1,"adani project becomes indias first power sector sez modi government approval came days before election dates announced will save adani billions taxes  billion annually clean energy cess alone reports
",0.0,0.0
-1,adani upadhyay later middle man who introduced adani modi long back ,-0.4000000059604645,0.4000000059604645
1,add prefix your name chaukidar mai vision par believe karta hoon modi cheater and mai party sadasya nahi but desh hit sochta hoon best luck,-0.699999988079071,0.699999988079071
0,add the oil bonds money given back iran the 9010 gold potato via raguram rajan june 2014,-0.10000000149011612,0.10000000149011612
0,address meetings march april vijayawada prime minister narendra modi ,0.10000000149011612,0.10000000149011612
1,admire the candid acceptance what modi actually your friendly intrusive marcom manager,0.699999988079071,0.699999988079071
0,advani along with murli manohar joshi was moved out the parliamentary board 2014 after prime minister narendra modi led the party victory and shah was made its president ,0.0,0.0
0,advani deserved president india modi has been disrespectful him god will punish modi,-0.800000011920929,0.800000011920929
-1,"advani from delhi
fights from gandhinagar vajpayee from gwalior
fights from lucknow sushma from haryana
fights from vidhisha jaitley from delhi
fights from amritsar smriti from mumbai
fights from amethi modi from patan
fights from varanasi afraid fight from native place",0.0,0.0
1,advertising full swing ,-0.20000000298023224,0.20000000298023224
-1,after accused makers biopic wrongly crediting him for the film mns general secretary has demanded impose ban the starrer ,-0.800000011920929,0.800000011920929
-1,after and now tweeting mind you only kabir bedi said would like see modi again whereas other celebrities just asked people get out and vote but look silly outrage ,-0.699999988079071,0.699999988079071
1,after brainstorming session they realized this the only way they can compete with modi and not any genuine project congress says voted will give 72000 per annum indias most poor shared via zeenews,-0.800000011920929,0.800000011920929
1,after election loss modi wont able sell these tee shirts for ,-0.5,0.5
1,after five years people are yet hear about means say that many citizens india not know ,-0.699999988079071,0.699999988079071
1,after going thru all the comedy speeches shri rahul gandhii have come conclusion that his competitor not modi its rakhi sawant self obsessed cannot compare with kapil sharma far better comedian the shri rahul gandhi,0.0,0.0
1,after his family ruled for years modi responsible for poverty and creating rich and poor india prey ppl dnt fell into this ,-0.6000000238418579,0.6000000238418579
1,after intelligence info modi failed protect our brave soldiers life pulwama vote dete waqt yaad rkhna,-0.6000000238418579,0.6000000238418579
1,after jaitely the only minister who gets the such high amount independence handling the ministry plus this guy enjoys good amount confidence from nagpur and shah and modi dare interfere with him,0.0,0.0
1,after jordan india the worlds most intolerant country you ever feel any shame shushma and modi  ,-0.699999988079071,0.699999988079071
1,after just years narendra modi contest from varanasi again because hes confident his work after years rajiv gandhi years sonia gandhi and years his own rule rahul gandhi afraid contest from amethi difference between naamdar and kaamdar,-0.20000000298023224,0.20000000298023224
-1,after long time modi govt fulfil the requirements our defence forces what you will say rahul ,-0.20000000298023224,0.20000000298023224
1,after long time whatsapp forward resonated with  message modi and you really want know what the common man problems are first get married,0.0,0.0
1,after making unsuccessful overtures engage modi hindutva regime india put new delhi defensive through its smart initiative kartarpur border opening punjab ,-0.10000000149011612,0.10000000149011612
0,after ministers impotent slur opposition drags modi ndtv news ,-0.699999988079071,0.699999988079071
0,after minister impotent slur opposition drags modi  ndtv news ,-0.699999988079071,0.699999988079071
1,after modi least yrs hopefully yrs down the lines hope get even better party for the country there are many ministers who have done amazing work their departments and doubt nitin gadkari great minister but dont see his chance being ,0.0,0.0
-1,after modi removed your name from voter list aap allegedly calls people ask who they will vote for pretending radio channel ,-0.800000011920929,0.800000011920929
-1,after modi removed your name from voter list aap allegedly calls people pretending radio channel ,-0.699999988079071,0.699999988079071
0,"after modis tweet urging him spread voter awareness ashwin
ravichandran requests the let ipl players vote from wherever they are playing
",-0.30000001192092896,0.30000001192092896
0,after now reverts  appeal vote ,-0.30000001192092896,0.30000001192092896
1,after raga sir also entertaining people very well ,0.8999999761581421,0.8999999761581421
0,after railway tickets air india boarding pass has modi pictures airline says looking into ,-0.4000000059604645,0.4000000059604645
0,after railway tickets now air india boarding passes carry narendra modis image airline says these are thirdparty advertisements firstpost ,-0.699999988079071,0.699999988079071
0,after railway tickets now boarding pass air india has modis pics ,0.0,0.0
0,after railway tickets now boarding pass air india has modis pics ? 12000? ,0.0,0.30000001192092896
1,after railway tickets now boarding pass air india has modi pics  india live ,0.0,0.0
0,after railway tickets now boarding pass air india has modi pics ,0.0,0.0
0,after railway tickets now boarding pass air india have modi pics airline says looking into ,-0.4000000059604645,0.4000000059604645
0,after railway tickets now boarding pass air india have modi pics airline says looking into ? 6000? ,-0.10000000149011612,0.5
0,after railway tickets now boarding pass air india have modi pics airline says looking into times india ,-0.4000000059604645,0.4000000059604645
0,after railway tickets now boarding pass air india have modi pics airline says looking into via ,-0.5,0.5
0,"after railway tickets now boarding pass air india with pictures modi
",0.0,0.0
0,after railway tickets now boarding pass air india with pictures modi ,0.0,0.0
1,after railway tickets now boarding pass air india with pictures modi not warranted all youa going strong why give opposition handle beat you with,-0.800000011920929,0.800000011920929
0,after railway tickets now boarding pass have modi pics airline says looking into read ,-0.5,0.5
1,after railway tickets now boarding passes air india have pics airline says looking into new delhi boarding pass issued air india with pictures prime minister narendra modi and gujarat ,-0.30000001192092896,0.30000001192092896
0,after ruling congress for years india modi has created two india waoo logic,-0.30000001192092896,0.30000001192092896
1,after selling and the elected india now selling tshirts after becoming and the elected now and people still support him,0.0,0.0
1,after the 2019 results are out expect huge turmoil anyway the pseudos are tipping point saw the protests usa when trump was declared elected,-0.6000000238418579,0.6000000238418579
0,after this historic announcement modi should leave for himalayas with his jhola ,-0.30000001192092896,0.30000001192092896
0,after todays announcement about hence proved that modi politician jumlebaaz rahul gandhi leader ,-0.20000000298023224,0.20000000298023224
0,after years modi rule congresss all molecules converting hinduism another years they will synch ,-0.30000001192092896,0.30000001192092896
-1,after modi removed your name from voter list aap allegedly calls people pretending radio channel via ,-0.699999988079071,0.699999988079071
1,again again again much more time came modi india need,0.20000000298023224,0.20000000298023224
1,again agenda only defeat bjp could have told them about development agenda health care there are many issues but they only have one defeat modi,-0.6000000238418579,0.6000000238418579
0,again fooling from where modi counted tht figure where tht money,-0.800000011920929,0.800000011920929
